area_construida,area_util,bairro,cep,condominio,data,descricao,id,municipio,n_quartos,preco,tipo,titulo,url,vagas_garagem
,74,Bancários,58051-650,R$ 0,2017-12-04,"No bairro dos Bancários, com localização estratégica, a poucos metros da principal dos bancários:APARTAMENTO COM:03 quartos (sendo 1 suíte)Sala para 02 AmbientesWC socialCozinha/Área de Serviço01 Vaga de Garagem/Coberta Medidores individuais de água e energia.Obs.: Conta com os seguintes equipamentos: * Armário projetado na cozinha;* Box Blindex nos Banheiros;* Excelente acabamento.Valor: R$980,00 (Incluso o condomínio)Peça já um atendimento pelo WhatsApp:9 8159 -5161(Vivo/WhatsApp)(83) 9 8784-5161 (Oi) João Felix Corretor (Creci - 3943F)Obs.: Visitas com horário marcado.",422804794,João Pessoa,3,980,Aluguel - apartamento padrão,"03 quartos nos Bancários, leia o anúncio",http://pb.olx.com.br/paraiba/imoveis/03-quartos-nos-bancarios-leia-o-anuncio-422804794,1
,60,Jardim Cidade Universitária,58051-590,,2017-12-04,"Apartamento no primeiro andarNo Bairro dos bancários...ao lado do restaurante Novo orienteApartamento com 2 quartos sendo um suite, Banheiro social, Box de blindex nos banheiros, Cozinha com projetado na pia, Área de Serviço, duas Salas, varanda e uma vaga de garagem descoberta com motor.. VALOR DO ALUGUEL R$ 1.100,00COM O CONDOMÍNIO JÁ INCLUSOAGENDE JÁ SUA VISITACONTATO: VALDO WHATSAPP 83 - 98821-3994creci – 2883 fLocalização do imóvel:Rua Waldemar de Mesquita Accioly , 670.",422811198,João Pessoa,2,1100,Aluguel - apartamento padrão,Apartamento nos Bancarios,http://pb.olx.com.br/paraiba/imoveis/apartamento-nos-bancarios-422811198,1
,90,Jardim Oceania,58037-425,,2017-12-04,"Apartamento no 10 andar ao lado do Parque Paraíba com 03 quartos sendo 01 suíte, varanda, sala ampla, cozinha, área de serviço, wc social, com 02 vagas de garagem coberta.Edifício com área de lazer completa. Valor de venda: R$ 450.000,00Valor de Aluguel: R$ 2.000,00 ( já incluso o condomínio)Para mais informações entrar em contato.Corretora Monica Morais CRECI 8114Tel: (83) 9 9817-1152 / 9 8770-4633",422808111,João Pessoa,3,2000,Aluguel - apartamento padrão,Apartamento do lado do Parque Paraíba,http://pb.olx.com.br/paraiba/imoveis/apartamento-do-lado-do-parque-paraiba-422808111,2
,,Valentina De Figueiredo,58063-308,R$ 0,2017-12-04,Localizado em Paratibe 2 quartos sendo 1 suíte Janelas gradeadas Banheiro com box e espelho,422842048,João Pessoa,2,350,Aluguel - apartamento padrão,Alugo,http://pb.olx.com.br/paraiba/imoveis/alugo-422842048,1
,58,Cabo Branco,58045-280,,2017-12-04,"Apartamento para Alugar Anual ou Temporada, fica localizado na área nobre do cabro Branco a 200m da praia, prédio novo recém-entregue conta com área de lazer completa, piscina na cobertura. Próximo a supermercados, restaurantes, bares, Shopping center, farmácias, vias de acesso a outras praias e etc.Taxa de condomínio incluso. OBS: Aluguel por temporada apartir de 02(dois) meses R$ 5.000,00Posição sulArea Privativa Real: 58,27m²7º andarSuite:- Espelho Grande- Guarda roupa c/ 10 portas e sapateira- Cama Box- Cortina c/ Blecolte- Tv de LED- Banheiro c/ armário e espelho- Box- Chuveiro Elétrico- Ar-condicionado inverte Banheiro Social:- armário e espelho- Box- Chuveiro Elétrico- Luz de LED c/ BlecolteQuarto:- Ponto de Instalação spliter- cortina c/ blecolteSala:- TV- Moveis(02)- Mesa de vidro c/ 04 cadeiras- Espelho Bronze(02)- Papel de Parede- cortina c/ blecolte- Sofá grande- Iluminação Ambiente(luz de Led e Plafon)Cozinha:- Fogão- Sugar- Geladeira Duplex- Microondas- Filtro p/ Agua- Maquina Lavar- Tanque de roupa (inox) c/ divisória de vidro- Armários c/ 10 portas e 04 gavetas- Jogo de jantar e panelas- Varal p/ roupa (chão)- Gás encanado- Mesa Retratil- Bancos 02 unid.",422805420,João Pessoa,2,2100,Aluguel - apartamento padrão,EXCELENTE APT MOBILIADO NO CABO BRANCO - cód. 484,http://pb.olx.com.br/paraiba/imoveis/excelente-apt-mobiliado-no-cabo-branco-cod-484-422805420,1
,90,Bessa,58035-000,,2017-12-04,"#ALUGO #APARTAMENTO #BESSA #2VAGAS✔R$ 1.100,00 com condomínio Apartamento super aconchegante, com projetado na cozinha, posição sul.📌2 vagas de garagem, prédio com portão eletrônico, cerca elétrica. Fácil acesso a ônibus, localização privilegiada! Próximo as principais vias de acesso, shopping, parque, farmácias e panificadoras.📌 Sala ampla com janelão📌 Cozinha projetada mais área de serviço📌 3 quartos sendo 1 suíte ampla 📌 Banheiros com boxAgende já uma visita 986225080 oi Whatsapp 998492464 Tim988436662CRECI 6978f",422844296,João Pessoa,3,1100,Aluguel - apartamento padrão,"Apartamento no Bessa, 3qrts-s/1suite, cozinha, sala ampla, 2 vagas de garagem",http://pb.olx.com.br/paraiba/imoveis/apartamento-no-bessa-3qrts-s-1suite-cozinha-sala-ampla-2-vagas-de-garagem-422844296,2
,35,Cabo Branco,58045-280,,2017-12-04,"• Quarto(s): 01 • Área útil(m²): 30,00• Posição: Sul• Vaga(s) de garagem: 01• Sala(s): 02 ambientes• Cozinha: 01• Wc(s): 01• Obs.: Em frente a beira mar do Cabo BrancoLocalização:Cabo Branco é um bairro localizado no extremo da Zona Leste, de João Pessoa, capital do estado da Paraíba. Sua avenida principal recebe o seu nome e fica paralela à praia, onde se localiza a maior parte de seu comércio. É também muito utilizada para corridas, caminhadas e ciclismo.É considerado um bairro tranquilo pelos moradores, apesar de nele se situar uma das praias mais frequentadas pelos turistas da cidade, em virtude de sua orla possuir grande quantidade de hotéis, pousadas, bares e restaurantes. Um importante marco geográfico situa-se próximo do Cabo Branco, o ponto mais oriental das Américas, denominado Ponta do Seixas.",422784071,João Pessoa,1,2050,Aluguel - apartamento padrão,Excelente Flat no Cabo Branco à beira mar - cod: 2096,http://pb.olx.com.br/paraiba/imoveis/excelente-flat-no-cabo-branco-a-beira-mar-cod-2096-422784071,1
,,Gramame,58067-330,,2017-12-04,"- Alugo apenas com contrato, não exijo fiador, mas exijo renda comprovada por IR ou carteira assinada e contra cheques. Alugo inicialmente por 6 meses.- 2 quartos (Um com suíte)- Varanda- Área de serviço- Cozinha com armário na parte inferior e cooktop- 2 Banheiros com box- 1 vaga de garagem- Segundo andar- Excelente localização, próximo ao cowboy, parada de ônibus, padarias, supermercados ...Valor do aluguel incluso condomínio e taxa de água.Contato: 98744-6653",422750673,João Pessoa,2,450,Aluguel - apartamento padrão,"Aluga-se apartamento NOVO, Parque do sol (Valentina)",http://pb.olx.com.br/paraiba/imoveis/aluga-se-apartamento-novo-parque-do-sol-valentina-422750673,1
,68,Bessa,58035-190,R$ 0,2017-12-04,"alugo apartamento bessa 2 quartos sendo 1 suíte,sala e cozinha amplas,wc,2 vagas,1andar (próximo mar)prédio :pilotis, cerca elétrica,câmeras,portão eletrônico,porteiro(próximo de tudo).valor aluguel :$900,00 ja incluído condomínio e água",395648872,João Pessoa,3,850,Aluguel - apartamento padrão,IApartamento para aluga bessa,http://pb.olx.com.br/paraiba/imoveis/iapartamento-para-aluga-bessa-395648872,2
,,Bancários,58051-400,R$ 0,2017-12-04,"apartamento 2 quartos, sala ampla para 2 ambiente, cozinha, área de serviço, uma vaga de garagem. no residencial Paulo Miranda IV bloco B, 1° Andar. no precinho já com condomínio incluso R$ 700,00marque sua visita pelos fones:(83) 9.8766 0850(83) 9.9995 4233 (Tim Whatsapp)",402081424,João Pessoa,2,700,Aluguel - apartamento padrão,Apt. 2 quartos no Residencial Paulo Miranda.,http://pb.olx.com.br/paraiba/imoveis/apt-2-quartos-no-residencial-paulo-miranda-402081424,1
,,Tambaú,58039-250,,2017-12-04,"alugo quarto com com 1 e 2 quartos sala, banheiro cozinha americanacom água, energia e internet incluso.Valentina de Figueiredo próximo a integração.com 1 quarto R$ 350,00com 2 quartos R$ 420,00",422712442,João Pessoa,,350,,Aluguel quartos,http://pb.olx.com.br/paraiba/imoveis/aluguel-quartos-422712442,
,110,Bessa,58035-000,,2017-12-04,"Ótimo Apto Super ventilado, com 03 quartos sendo 1 suíte, mais DCE, Sala ampla para 2 ambientes, Varanda, Cozinha + área de serviço, Armários, prédio sem elevador, Agende já sua visita, Apenas R$ 1.100,00, IPTU/CONDOMÍNIO/TCR INCLUSOS!Jefferson Mendes Corretor de Imoveis - Creci 760783-99659-4675 whatsapp",422799967,João Pessoa,3,1100,Aluguel - apartamento padrão,"Apto Bessa, 03 qtos + DCE, Av Campo Sales",http://pb.olx.com.br/paraiba/imoveis/apto-bessa-03-qtos-dce-av-campo-sales-422799967,1
,,Valentina De Figueiredo,58064-510,,2017-12-04,"Alugo apartamento 2 quartos sendo uma suíte, cozinha, vaga de garagem e próximo a facene",422722666,João Pessoa,2,400,Aluguel - apartamento padrão,Alugo apartamento no valentina,http://pb.olx.com.br/paraiba/imoveis/alugo-apartamento-no-valentina-422722666,1
,65,Tambaú,58039-230,,2017-12-04,"Apartamento no Magnífic Tambaú2 quartos sendo 1 suíteSala ampla com varandaVIsta marBanheiro SocialArmários projetados( sala, quartos, banheiros e cozinha)Piscina, elevador, sauna, salão de festa, academia, portaria 24 horas. Chaves no escritório",422713865,João Pessoa,2,1850,Aluguel - apartamento padrão,2 Quartos Tambaú,http://pb.olx.com.br/paraiba/imoveis/2-quartos-tambau-422713865,1
120,,Bessa,58035-000,,2017-12-04,"#ALUGO #CASA #BESSA💥💥R$ 2.200,00 💥💥📍Casa ampla, 125M2, jardim, piscina, churrasqueira, 2 vagas de garagem, chalé externo para hóspedes. Fácil acesso a ônibus, farmácias e supermercados. Excelente localização. 📍 3 quartos sendo 2 suítes com armários📍 cozinha ampla com despensa📍 área de serviço independente 📍 dce completa 📍 sala ampla para 3 ambientesAgende já uma visita!Camila Camelo CRECI 8675 (83) 98622-5080Karla Barbalho CRECI 6978 (83) 98843-6662 / 998492464",422845598,João Pessoa,3,2200,Aluguel - casa em rua pública,"Casa com Piscina no Bessa, DCE completa, Chalé para hospedes, jardim",http://pb.olx.com.br/paraiba/imoveis/casa-com-piscina-no-bessa-dce-completa-chale-para-hospedes-jardim-422845598,2
,56,Água Fria,58053-006,,2017-12-04,"ALUGOApartamento novo com 2 quartos sendo 1 suíte, sala, wc social,cozinha, 1 vaga de garagem no sub solo.Prédio vizinho a UNIPÊ, ótimo para estudantes.Valor: 730,00 com condomínio e água incluso.Contanto: (83)98858-8406",422625313,João Pessoa,1,730,Aluguel - apartamento padrão,"Apartamento bancários, 2 quartos",http://pb.olx.com.br/paraiba/imoveis/apartamento-bancarios-2-quartos-422625313,1
,60,Miramar,58043-150,,2017-12-04,"ALUGOApartamento com 2 quartos sendo 1 suíte, sala, wc social, cozinha/ área de serviço, 1 vaga de garagem coberta. Apartamento no 3° andar, posição nasc/ sul.R$ 900,00 com condomínio e água incluso.Contato: (83) 98858-8406",422628960,João Pessoa,2,900,Aluguel - apartamento padrão,"Apartamento 2 quartos, Miramar",http://pb.olx.com.br/paraiba/imoveis/apartamento-2-quartos-miramar-422628960,1
65,,Mangabeira,58055-000,,2017-12-04,Principal de MangabeiraAvenida Josefa Taveira 20193 quartos1 wc socialcozinhaLavanderia foraQuintal grandeAlex Assis99661 3259 Tim e Whatsapp98615 9677 OI,422805090,João Pessoa,3,500,Aluguel - casa em rua pública,Casa Josefa Taveira 3 quartos,http://pb.olx.com.br/paraiba/imoveis/casa-josefa-taveira-3-quartos-422805090,
,82,Água Fria,58053-012,,2017-12-04,"ALUGOApartamento de 3 quartos, sendo 1 suíte, wc social, sala, cozinha/ área de serviço, 1 vaga de garagem;Prédio com portaria, elevador, piscina, área de lazer, playground, churrasqueira.Em frente a o portão de trás do Unipê.CONTATO: (83) 98858-8406Valor: R$ 1.350,00 com condomínio e gás incluso.Água e energia individual",422639085,João Pessoa,3,1350,Aluguel - apartamento padrão,"Apartamento bancários, 3 quartos",http://pb.olx.com.br/paraiba/imoveis/apartamento-bancarios-3-quartos-422639085,1
,75,Miramar,58043-150,,2017-12-04,"ALUGOExcelente apartamento em Miramar-PB2 quartos sendo 1 suíte, sala para dois ambientes, wc social, cozinha/ área de servico, 1 vaga de garagem coberta.Predio novo, com área de lazer na cobertura, salão de festas, piscina, 2 elevadores. Gás encanado, água e energia individual.Próximo à praça das muriçocas.R$ 1.300,00 com condomínio e 1 vaga de garagemR$ 1.500,00 com condomínio e 2 vagas de garagemContato: (83) 98858-8406",422642675,João Pessoa,2,1300,Aluguel - apartamento padrão,"Apartamento 2 quartos, Miramar",http://pb.olx.com.br/paraiba/imoveis/apartamento-2-quartos-miramar-422642675,1
,,Jardim Oceania,58037-760,,2017-12-04,"- 2 Quartos sendo 1 suíte,- Sala ampla com varanda- Banheiro social,- Cozinha com armários em MDC,- 3° Andar, elevador- Nascente sul, Portaria 24 horas,-1 vaga de garagem coberta-Área de lazer na cobertura.-Valor do condomínio incluso no aluguelCaio Cesar 98749-2656",422717400,João Pessoa,2,1600,Aluguel - apartamento padrão,2 Quartos Jardim Oceania Próximo ao Caribessa,http://pb.olx.com.br/paraiba/imoveis/2-quartos-jardim-oceania-proximo-ao-caribessa-422717400,
,,Tambaú,58039-170,,2017-12-04,"Lindo(a) apartamento localizado no melhor do Tambaú, no Residencial Tambaú Atlante Plaza.- Área útil(m²): 139.00- Quarto(s): 3 sendo 2 suíte(s) com armários- Sala(s): 1- WC(s): 1- Cozinha com armários- VarandaDiferenciais:- Área de serviço- Elevador- Varanda- Porteiro 24h- Academia de ginástica- Piscina adulto- Salão de festasR$ 2.670,00 com condomínioCRECI 007-J",422638621,João Pessoa,3,2670,Aluguel - apartamento padrão,"Apartamento 3 quartos em Tambaú - R 2.670,00",http://pb.olx.com.br/paraiba/imoveis/apartamento-3-quartos-em-tambau-r-2-670-00-422638621,
,55,Ponta do Seixas,58045-530,,2017-12-04,"ALUGOApartamento com 2 quartos, wc social, sala, varanda,cozinha/ área de serviço, 1 vaga de garagem, Prédio a beira mar da praia do seixas, com área comum na cobertura. Apartamento no 3° andar, posição sul.R$ 900,00 com condomínio incluso. Água e energia individual.contato: (83) 98858-8406",422646668,João Pessoa,2,900,Aluguel - apartamento padrão,"Apartamento 2 quartos, beira mar, Seixas/PB",http://pb.olx.com.br/paraiba/imoveis/apartamento-2-quartos-beira-mar-seixas-pb-422646668,1
,58,Gramame,58067-300,R$ 0,2017-12-04,"aluga se belo apartamento em mangabeira iv, apartamento com 2 quartos com 2 wc com box, sala ampla, cozinha com área, varanda e garagem e muito más.mas detalhes 98791.6764 ou 99907.3257mesack alves corretor de imóveis 7806",422664355,João Pessoa,2,700,Aluguel - apartamento padrão,Aluga se apartamento mangabeira iv,http://pb.olx.com.br/paraiba/imoveis/aluga-se-apartamento-mangabeira-iv-422664355,1
,76,Estados,58030-082,,2017-12-04,"Alugo belo apartamento no 09 andar posição Sul, muito ventilado.Apartamento composto por sala para 02 ambientes, wc social com armários, 02 quartos sendo 01 suite, cozinha com armários projetados e área de serviço.Prédio com ótima localização e uma área de lazer composta por:PiscinaSalão de FestaBrinquedeotecaChurrasqueiraObs: Esse valor já esta incluso o condomínioCreci-8.666-FFones-98815-6000(zap)/3021-7400",422669105,João Pessoa,2,1400,Aluguel - apartamento padrão,Belo apartamento no 9 andar no Bairro dos Estados,http://pb.olx.com.br/paraiba/imoveis/belo-apartamento-no-9-andar-no-bairro-dos-estados-422669105,1
,,Tambaú,58039-000,,2017-12-04,"Apartamento em Tambaú com 2 quartos, sendo 1 suíte, mobiliado com móveis e eletrodomésticos, sala com varanda, wc social, cozinha, 1 vaga na garagem privativa. Área de lazer com piscina na cobertura, churrasqueira, salão de festas, academia, 2 elevadores, porteiro 24h.R$ 1.650,00 incluso o condomínio Whatsapp: (83) 99936-4940CÓD: A0420",422672090,João Pessoa,2,1650,Aluguel - apartamento padrão,Oportunidade - Apartamento todo mobiliado com 2 quartos em Tambaú,http://pb.olx.com.br/paraiba/imoveis/oportunidade-apartamento-todo-mobiliado-com-2-quartos-em-tambau-422672090,1
,76,Jardim Cidade Universitária,58052-270,,2017-12-04,"apartamento na principal dos Bancários (por trás do supermercado todo dia), sendo 3 quartos sendo uma suite, sala ampla,WC social, cozinha, posição nascente sul, super ventilado, no 2 andar, prédio com portões eletrônicos e sistema de segurança com cameras, uma vaga de garagem coberta a mais ampla do prédio, água e condomínio incluso. Perto de dois supermercado,colégios,agência bancária,padaria, farmácia e etc",422669337,João Pessoa,3,1150,Aluguel - apartamento padrão,Aluga-se apartamento,http://pb.olx.com.br/paraiba/imoveis/aluga-se-apartamento-422669337,1
,75,Pedro Gondim,58031-110,R$ 0,2017-12-04,"Alugo, por temporada, apartamento em camboinha mobiliado com uma vaga de garagem há 50m da Praia com três quartos sendo um suíte varanda, posição nascente/sul em frente à areia Vermelha.",422737097,João Pessoa,3,3500,Aluguel - apartamento padrão,Apartamento para alugar por temporada,http://pb.olx.com.br/paraiba/imoveis/apartamento-para-alugar-por-temporada-422737097,1
